Innings,Venue,Start_Date,End_Date,Player_Name,Team,Total_Impact,Runs,Impact_Runs,Batting_Impact,Bowl,Impact_Wickets,Bowling_Impact,Balls_Faced,Wickets,Runs_Conceded
34th Match (N),Lucknow,19-April-2024,19-April-2024,Quinton de Kock,LSG,38.05,54,48.94,38.05,-,-,0,43,0,0
34th Match (N),Lucknow,19-April-2024,19-April-2024,Moeen Ali,CSK,37.16,30,30.02,29.7,0/5,-,7.45,20,0,5
34th Match (N),Lucknow,19-April-2024,19-April-2024,Mohsin Khan,LSG,33.47,0,-,0,1/37,1.22,33.47,0,1,37
34th Match (N),Lucknow,19-April-2024,19-April-2024,Nicholas Pooran,LSG,25.6,23,24.5,25.6,-,-,0,12,0,0
34th Match (N),Lucknow,19-April-2024,19-April-2024,Yash Thakur,LSG,25.59,0,-,0,1/45,1.63,25.59,0,1,45
34th Match (N),Lucknow,19-April-2024,19-April-2024,Matheesha Pathirana,CSK,22.72,0,-,0,1/29,0.76,22.72,0,1,29
34th Match (N),Lucknow,19-April-2024,19-April-2024,Mustafizur Rahman,CSK,18.03,0,-,0,1/43,1.16,18.03,0,1,43
34th Match (N),Lucknow,19-April-2024,19-April-2024,Ravi Bishnoi,LSG,14.83,0,-,0,1/44,1.08,14.83,0,1,44
34th Match (N),Lucknow,19-April-2024,19-April-2024,Ruturaj Gaikwad,CSK,12.87,17,16.88,12.87,-,-,0,13,0,0
34th Match (N),Lucknow,19-April-2024,19-April-2024,Deepak Chahar,CSK,7.03,0,-,0,0/26,-,7.03,0,0,26
34th Match (N),Lucknow,19-April-2024,19-April-2024,Matt Henry,LSG,5.03,0,-,0,0/26,-,5.03,0,0,26
34th Match (N),Lucknow,19-April-2024,19-April-2024,Tushar Deshpande,CSK,4.17,0,-,0,0/42,-,4.17,0,0,42
34th Match (N),Lucknow,19-April-2024,19-April-2024,Ayush Badoni,LSG,0,0,-,0,-,-,0,0,0,0
34th Match (N),Lucknow,19-April-2024,19-April-2024,Deepak Hooda,LSG,0,0,-,0,-,-,0,0,0,0
34th Match (N),Lucknow,19-April-2024,19-April-2024,Rachin Ravindra,CSK,- 2.33,0,- 1.02,- 2.33,-,-,0,1,0,0
34th Match (N),Lucknow,19-April-2024,19-April-2024,Sameer Rizvi,CSK,- 10.98,1,- 4.62,- 10.98,-,-,0,5,0,0
34th Match (N),Lucknow,19-April-2024,19-April-2024,Shivam Dube,CSK,- 12.36,3,- 3.5,- 12.36,-,-,0,8,0,0
35th Match (N),Delhi,20-April-2024,20-April-2024,Travis Head,SRH,150.23,89,111.51,150.23,-,-,0,32,0,0
35th Match (N),Delhi,20-April-2024,20-April-2024,Jake Fraser-McGurk,DC,140.63,65,101.23,140.63,-,-,0,18,0,0
35th Match (N),Delhi,20-April-2024,20-April-2024,Kuldeep Yadav,DC,99.05,0,-,- 0.16,4/55,5.76,99.21,1,4,55
35th Match (N),Delhi,20-April-2024,20-April-2024,Abhishek Sharma,SRH,94.28,46,62.85,94.28,-,-,0,12,0,0
35th Match (N),Delhi,20-April-2024,20-April-2024,Axar Patel,DC,68.41,6,6,- 1.48,1/29,1.94,69.88,8,1,29
35th Match (N),Delhi,20-April-2024,20-April-2024,Abishek Porel,DC,51.09,42,48.48,51.09,-,-,0,22,0,0
35th Match (N),Delhi,20-April-2024,20-April-2024,Bhuvneshwar Kumar,SRH,49.36,0,-,0,1/33,1.52,49.36,0,1,33
35th Match (N),Delhi,20-April-2024,20-April-2024,Shahbaz Ahmed,SRH,46.25,59,58.34,58.52,0/22,-,- 12.27,29,0,22
35th Match (N),Delhi,20-April-2024,20-April-2024,T Natarajan,SRH,41.23,0,-,0,4/19,1.64,41.23,0,4,19
35th Match (N),Delhi,20-April-2024,20-April-2024,Mayank Markande,SRH,40.82,0,-,0,2/26,2.31,40.82,0,2,26
35th Match (N),Delhi,20-April-2024,20-April-2024,Nitish Kumar Reddy,SRH,35.52,37,26.49,7.11,2/17,1.47,28.41,27,2,17
35th Match (N),Delhi,20-April-2024,20-April-2024,Prithvi Shaw,DC,30.53,16,23.26,30.53,-,-,0,5,0,0
35th Match (N),Delhi,20-April-2024,20-April-2024,Heinrich Klaasen,SRH,16.21,15,15.43,16.21,-,-,0,8,0,0
35th Match (N),Delhi,20-April-2024,20-April-2024,Anrich Nortje,DC,15.74,0,-,- 0.64,0/31,-,16.38,2,0,31
35th Match (N),Delhi,20-April-2024,20-April-2024,Mukesh Kumar,DC,15.42,0,-,0,1/57,0.97,15.42,2,1,57
35th Match (N),Delhi,20-April-2024,20-April-2024,Rishabh Pant,DC,13.13,44,37.39,13.13,-,-,0,35,0,0
35th Match (N),Delhi,20-April-2024,20-April-2024,Pat Cummins,SRH,5.12,1,0.07,- 1.03,0/35,-,6.15,1,0,35
35th Match (N),Delhi,20-April-2024,20-April-2024,Abdul Samad,SRH,5.01,13,9.14,5.01,-,-,0,8,0,0
35th Match (N),Delhi,20-April-2024,20-April-2024,Washington Sundar,SRH,0.03,0,-,0,1/46,1.55,0.03,0,1,46
35th Match (N),Delhi,20-April-2024,20-April-2024,Tristan Stubbs,DC,- 4.28,10,6.69,- 4.28,-,-,0,11,0,0
35th Match (N),Delhi,20-April-2024,20-April-2024,Aiden Markram,SRH,- 6.46,1,- 1.96,- 6.46,-,-,0,3,0,0
35th Match (N),Delhi,20-April-2024,20-April-2024,David Warner,DC,- 7.5,1,- 2.74,- 7.5,-,-,0,3,0,0
35th Match (N),Delhi,20-April-2024,20-April-2024,Khaleel Ahmed,DC,- 12.45,0,-,0,0/51,-,- 12.45,0,0,51
35th Match (N),Delhi,20-April-2024,20-April-2024,Lalit Yadav,DC,- 22.22,7,7,- 0.93,0/41,-,- 21.29,8,0,41
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Andre Russell,KKR,119.24,27,16.7,4.92,3/25,4.73,114.33,20,3,25
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Phil Salt,KKR,93.29,48,63.57,93.29,-,-,0,14,0,0
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Harshit Rana,KKR,82.56,0,-,0,2/33,2.86,82.56,0,2,33
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Rajat Patidar,RCB,74.3,52,63.88,74.3,-,-,0,23,0,0
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Sunil Narine,KKR,71.66,10,1.91,- 12.63,2/34,3.11,84.29,15,2,34
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Will Jacks,RCB,68.78,55,62.45,68.78,-,-,0,32,0,0
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Cameron Green,RCB,63.92,6,5.69,4.76,2/35,2.39,59.16,4,2,35
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Varun Chakravarthy,KKR,56.53,0,-,0,1/36,1.79,56.53,0,1,36
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Karn Sharma,RCB,52.67,20,25.68,33.48,0/33,-,19.19,7,0,33
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Mohammed Siraj,RCB,48.82,0,-,0,1/40,1.77,48.82,0,1,40
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Ramandeep Singh,KKR,42.2,24,29.46,42.2,-,-,0,9,0,0
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Yash Dayal,RCB,35.93,0,-,0,2/56,2.57,35.93,0,2,56
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Virat Kohli,RCB,32.9,18,25.02,32.9,-,-,0,7,0,0
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Shreyas Iyer,KKR,32.6,50,43.49,32.6,-,-,0,36,0,0
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Lockie Ferguson,RCB,23.97,1,0.39,0.26,1/47,1.44,23.71,1,1,47
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Venkatesh Iyer,KKR,21.77,16,18.76,21.77,-,-,0,8,0,0
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Rinku Singh,KKR,20.31,24,23.93,20.31,-,-,0,16,0,0
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Dinesh Karthik,RCB,12.15,25,19.83,12.15,-,-,0,18,0,0
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Suyash Prabhudessai,RCB,6.09,24,17.19,6.09,-,-,0,18,0,0
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Mahipal Lomror,RCB,2.51,4,3.71,2.51,-,-,0,3,0,0
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Faf du Plessis,RCB,- 1.84,7,3.18,- 1.84,-,-,0,7,0,0
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Angkrish Raghuvanshi,KKR,- 2.44,3,1.17,- 2.44,-,-,0,4,0,0
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Mitchell Starc,KKR,- 10.41,0,-,0,1/55,1,- 10.41,0,1,55
36th Match (D/N),Eden Gardens,21-April-2024,21-April-2024,Suyash Sharma,KKR,- 12.78,0,-,0,0/33,-,- 12.78,0,0,33
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Sai Kishore,GT,82.28,0,-,0,4/33,4.5,82.28,0,4,33
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Liam Livingstone,PBKS,77.18,6,4.17,- 0.06,2/19,3.23,77.24,9,2,19
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Noor Ahmad,GT,72.76,0,-,0,2/20,2.84,72.76,0,2,20
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Harpreet Brar,PBKS,58.5,29,43.44,60.03,0/35,-,- 1.54,12,0,35
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Rahul Tewatia,GT,53.42,36,40.71,53.42,-,-,0,18,0,0
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Prabhsimran Singh,PBKS,49.34,35,42.17,49.34,-,-,0,21,0,0
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Harshal Patel,PBKS,44.54,0,- 1.17,- 1.28,3/15,2.45,45.82,1,3,15
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Rashid Khan,GT,44.21,3,3.14,2.21,1/15,0.85,42,3,1,15
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Shubman Gill,GT,41.9,35,37.37,41.9,-,-,0,29,0,0
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Sam Curran,PBKS,35.58,20,19.53,13.65,1/18,1.4,21.93,19,1,18
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Mohit Sharma,GT,30.28,0,-,0,2/32,1.66,30.28,0,2,32
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Arshdeep Singh,PBKS,22.68,0,-,0,1/17,1.31,22.68,0,1,17
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Azmatullah Omarzai,GT,21.94,13,13.26,14.69,0/13,-,7.24,10,0,13
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Wriddhiman Saha,GT,13.58,13,13.8,13.58,-,-,0,11,0,0
37th Match (N),Mullanpur,21-April-2024,21-April-2024,M Shahrukh Khan,GT,13.16,8,9.45,12.15,0/7,-,1.01,4,0,7
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Sai Sudharsan,GT,13.15,31,23.37,13.15,-,-,0,34,0,0
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Jitesh Sharma,PBKS,12.12,13,13.49,12.12,-,-,0,12,0,0
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Rilee Rossouw,PBKS,9.78,9,9.76,9.78,-,-,0,7,0,0
37th Match (N),Mullanpur,21-April-2024,21-April-2024,David Miller,GT,- 2.97,4,1.34,- 2.97,-,-,0,6,0,0
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Kagiso Rabada,PBKS,- 3.88,1,0.81,0.54,0/40,-,- 4.42,1,0,40
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Harpreet Singh,PBKS,- 4.48,14,6.14,- 4.48,-,-,0,19,0,0
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Shashank Singh,PBKS,- 4.9,8,3.04,- 4.9,-,-,0,12,0,0
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Ashutosh Sharma,PBKS,- 9.67,3,- 2.49,- 9.67,-,-,0,8,0,0
37th Match (N),Mullanpur,21-April-2024,21-April-2024,Sandeep Warrier,GT,- 16,0,-,0,0/21,-,- 16,0,0,21
38th Match (N),Jaipur,22-April-2024,22-April-2024,Sandeep Sharma,RR,148.93,0,-,0,5/18,6,148.93,0,5,18
38th Match (N),Jaipur,22-April-2024,22-April-2024,Yashasvi Jaiswal,RR,132.11,104,115.19,132.11,-,-,0,60,0,0
38th Match (N),Jaipur,22-April-2024,22-April-2024,Trent Boult,RR,76.28,0,-,0,2/32,3.09,76.28,0,2,32
38th Match (N),Jaipur,22-April-2024,22-April-2024,Nehal Wadhera,MI,68.47,49,59.24,68.47,-,-,0,24,0,0
38th Match (N),Jaipur,22-April-2024,22-April-2024,Tilak Varma,MI,56.26,65,65.3,57.63,0/8,-,- 1.37,45,0,8
38th Match (N),Jaipur,22-April-2024,22-April-2024,Piyush Chawla,MI,43.47,1,0.39,0.17,1/33,1.72,43.3,1,1,33
38th Match (N),Jaipur,22-April-2024,22-April-2024,Jos Buttler,RR,34.04,35,34.86,34.04,-,-,0,25,0,0
38th Match (N),Jaipur,22-April-2024,22-April-2024,Mohammad Nabi,MI,30.11,23,27.26,27.21,0/30,-,2.9,17,0,30
38th Match (N),Jaipur,22-April-2024,22-April-2024,Sanju Samson,RR,28.24,38,37.35,28.24,-,-,0,28,0,0
38th Match (N),Jaipur,22-April-2024,22-April-2024,Jasprit Bumrah,MI,11.82,2,2.46,2.6,0/37,-,9.22,1,0,37
38th Match (N),Jaipur,22-April-2024,22-April-2024,Ravichandran Ashwin,RR,11.31,0,-,0,0/31,-,11.31,0,0,31
38th Match (N),Jaipur,22-April-2024,22-April-2024,Avesh Khan,RR,10.45,0,-,0,1/49,1.09,10.45,0,1,49
38th Match (N),Jaipur,22-April-2024,22-April-2024,Suryakumar Yadav,MI,9.8,10,10.75,9.8,-,-,0,8,0,0
38th Match (N),Jaipur,22-April-2024,22-April-2024,Yuzvendra Chahal,RR,5.74,0,-,0,1/48,0.8,5.74,0,1,48
38th Match (N),Jaipur,22-April-2024,22-April-2024,Rohit Sharma,MI,3.74,6,5.54,3.74,-,-,0,5,0,0
38th Match (N),Jaipur,22-April-2024,22-April-2024,Dhruv Jurel,RR,0,0,-,0,-,-,0,0,0,0
38th Match (N),Jaipur,22-April-2024,22-April-2024,Riyan Parag,RR,0,0,-,0,-,-,0,0,0,0
38th Match (N),Jaipur,22-April-2024,22-April-2024,Rovman Powell,RR,0,0,-,0,-,-,0,0,0,0
38th Match (N),Jaipur,22-April-2024,22-April-2024,Shimron Hetmyer,RR,0,0,-,0,-,-,0,0,0,0
38th Match (N),Jaipur,22-April-2024,22-April-2024,Nuwan Thushara,MI,- 2.63,0,-,0,0/28,-,- 2.63,0,0,28
38th Match (N),Jaipur,22-April-2024,22-April-2024,Hardik Pandya,MI,- 5.38,10,3.15,- 4.07,0/21,-,- 1.31,10,0,21
38th Match (N),Jaipur,22-April-2024,22-April-2024,Ishan Kishan,MI,- 6.41,0,- 2.58,- 6.41,-,-,0,3,0,0
38th Match (N),Jaipur,22-April-2024,22-April-2024,Tim David,MI,- 7.27,3,- 2.44,- 7.27,-,-,0,5,0,0
38th Match (N),Jaipur,22-April-2024,22-April-2024,Gerald Coetzee,MI,- 7.53,0,- 1.59,- 1.58,0/25,-,- 5.96,1,0,25
39th Match (N),Chennai,23-April-2024,23-April-2024,Marcus Stoinis,LSG,165.39,124,133.5,160.98,0/49,-,4.42,63,0,49
39th Match (N),Chennai,23-April-2024,23-April-2024,Ruturaj Gaikwad,CSK,98.03,108,107.42,98.03,-,-,0,60,0,0
39th Match (N),Chennai,23-April-2024,23-April-2024,Shivam Dube,CSK,93.64,66,77.12,93.64,-,-,0,27,0,0
39th Match (N),Chennai,23-April-2024,23-April-2024,Matheesha Pathirana,CSK,79.56,0,-,0,2/35,3.05,79.56,0,2,35
39th Match (N),Chennai,23-April-2024,23-April-2024,Matt Henry,LSG,59.2,0,-,0,1/28,1.38,59.2,0,1,28
39th Match (N),Chennai,23-April-2024,23-April-2024,Nicholas Pooran,LSG,52.4,34,39.74,52.4,-,-,0,15,0,0
39th Match (N),Chennai,23-April-2024,23-April-2024,Deepak Chahar,CSK,48.08,0,-,0,1/11,1.71,48.08,0,1,11
39th Match (N),Chennai,23-April-2024,23-April-2024,Yash Thakur,LSG,31.89,0,-,0,1/47,1.25,31.89,0,1,47
39th Match (N),Chennai,23-April-2024,23-April-2024,Deepak Hooda,LSG,30.25,17,21.08,30.25,-,-,0,6,0,0
39th Match (N),Chennai,23-April-2024,23-April-2024,Mustafizur Rahman,CSK,28.51,0,-,0,1/51,1.77,28.51,0,1,51
39th Match (N),Chennai,23-April-2024,23-April-2024,Mohsin Khan,LSG,20.27,0,-,0,1/50,0.99,20.27,0,1,50
39th Match (N),Chennai,23-April-2024,23-April-2024,Krunal Pandya,LSG,15.56,0,-,0,0/15,-,15.56,0,0,15
39th Match (N),Chennai,23-April-2024,23-April-2024,MS Dhoni,CSK,7.61,4,5.71,7.61,-,-,0,1,0,0
39th Match (N),Chennai,23-April-2024,23-April-2024,Ravi Bishnoi,LSG,6.06,0,-,0,0/19,-,6.06,0,0,19
39th Match (N),Chennai,23-April-2024,23-April-2024,KL Rahul,LSG,4.67,16,11.02,4.67,-,-,0,14,0,0
39th Match (N),Chennai,23-April-2024,23-April-2024,Tushar Deshpande,CSK,4.52,0,-,0,0/34,-,4.52,0,0,34
39th Match (N),Chennai,23-April-2024,23-April-2024,Moeen Ali,CSK,2.05,0,-,0,0/21,-,2.05,0,0,21
39th Match (N),Chennai,23-April-2024,23-April-2024,Daryl Mitchell,CSK,1.22,11,8.54,1.22,-,-,0,10,0,0
39th Match (N),Chennai,23-April-2024,23-April-2024,Ravindra Jadeja,CSK,0.07,16,3.7,- 13.35,0/16,-,13.42,19,0,16
39th Match (N),Chennai,23-April-2024,23-April-2024,Ayush Badoni,LSG,0,0,-,0,-,-,0,0,0,0
39th Match (N),Chennai,23-April-2024,23-April-2024,Ajinkya Rahane,CSK,- 5.07,1,- 1.24,- 5.07,-,-,0,3,0,0
39th Match (N),Chennai,23-April-2024,23-April-2024,Shardul Thakur,CSK,- 9.08,0,-,0,0/42,-,- 9.08,0,0,42
39th Match (N),Chennai,23-April-2024,23-April-2024,Quinton de Kock,LSG,- 9.55,0,- 4.6,- 9.55,-,-,0,3,0,0
39th Match (N),Chennai,23-April-2024,23-April-2024,Devdutt Padikkal,LSG,- 26.92,13,- 4.31,- 26.92,-,-,0,19,0,0
40th Match (N),Delhi,24-April-2024,24-April-2024,Rishabh Pant,DC,112.3,88,92.56,112.3,-,-,0,43,0,0
40th Match (N),Delhi,24-April-2024,24-April-2024,Sandeep Warrier,GT,104.79,0,-,0,3/15,4.26,104.79,0,3,15
40th Match (N),Delhi,24-April-2024,24-April-2024,Axar Patel,DC,85.19,66,58.38,51.09,1/28,1.13,34.1,43,1,28
40th Match (N),Delhi,24-April-2024,24-April-2024,Kuldeep Yadav,DC,79.75,0,-,0,2/29,2.44,79.75,0,2,29
40th Match (N),Delhi,24-April-2024,24-April-2024,David Miller,GT,79.68,55,67.61,79.68,-,-,0,23,0,0
40th Match (N),Delhi,24-April-2024,24-April-2024,Rasikh Salam,DC,75.31,0,-,0,3/44,3.39,75.31,0,3,44
40th Match (N),Delhi,24-April-2024,24-April-2024,Sai Sudharsan,GT,56.1,65,63.84,56.1,-,-,0,39,0,0
40th Match (N),Delhi,24-April-2024,24-April-2024,Tristan Stubbs,DC,53.63,26,35.4,53.63,-,-,0,7,0,0
40th Match (N),Delhi,24-April-2024,24-April-2024,Mukesh Kumar,DC,46.1,0,-,0,1/41,1.43,46.1,0,1,41
40th Match (N),Delhi,24-April-2024,24-April-2024,Rashid Khan,GT,45.68,21,20.79,21.47,0/35,-,24.21,11,0,35
40th Match (N),Delhi,24-April-2024,24-April-2024,Wriddhiman Saha,GT,30.63,39,36.74,30.63,-,-,0,25,0,0
40th Match (N),Delhi,24-April-2024,24-April-2024,Jake Fraser-McGurk,DC,21.97,23,22.81,21.97,-,-,0,14,0,0
40th Match (N),Delhi,24-April-2024,24-April-2024,Azmatullah Omarzai,GT,19.04,1,- 1.46,- 4.33,0/33,-,23.37,2,0,33
40th Match (N),Delhi,24-April-2024,24-April-2024,Noor Ahmad,GT,18.34,0,-,0,1/36,0.9,18.34,0,1,36
40th Match (N),Delhi,24-April-2024,24-April-2024,Anrich Nortje,DC,17.87,0,-,0,1/48,1.75,17.87,0,1,48
40th Match (N),Delhi,24-April-2024,24-April-2024,M Shahrukh Khan,GT,15.49,8,7.01,6.2,0/8,-,9.29,5,0,8
40th Match (N),Delhi,24-April-2024,24-April-2024,Prithvi Shaw,DC,8.24,11,10.22,8.24,-,-,0,7,0,0
40th Match (N),Delhi,24-April-2024,24-April-2024,Sai Kishore,GT,6.07,13,14.46,17.48,0/22,-,- 11.4,6,0,22
40th Match (N),Delhi,24-April-2024,24-April-2024,Shubman Gill,GT,0.76,6,3.87,0.76,-,-,0,5,0,0
40th Match (N),Delhi,24-April-2024,24-April-2024,Abishek Porel,DC,0,0,-,0,-,-,0,0,0,0
40th Match (N),Delhi,24-April-2024,24-April-2024,Khaleel Ahmed,DC,- 2.53,0,-,0,0/26,-,- 2.53,0,0,26
40th Match (N),Delhi,24-April-2024,24-April-2024,Shai Hope,DC,- 4,5,1.12,- 4,-,-,0,6,0,0
40th Match (N),Delhi,24-April-2024,24-April-2024,Rahul Tewatia,GT,- 7.54,4,- 1.18,- 7.54,-,-,0,5,0,0
40th Match (N),Delhi,24-April-2024,24-April-2024,Mohit Sharma,GT,- 25.95,0,-,0,0/73,-,- 25.95,0,0,73
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Jaydev Unadkat,SRH,87.7,8,8,2.44,3/30,3.93,85.26,10,3,30
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Rajat Patidar,RCB,85.47,50,62.33,85.47,-,-,0,20,0,0
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Swapnil Singh,RCB,64.63,12,12.6,15.38,2/40,3.37,49.25,6,2,40
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Abhishek Sharma,SRH,58.23,31,44.9,59.03,0/10,-,- 0.79,13,0,10
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Cameron Green,RCB,55.2,37,38.48,41.52,2/12,0.89,13.68,20,2,12
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Shahbaz Ahmed,SRH,49.35,40,40.44,22.63,0/14,-,26.72,37,0,14
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Yash Dayal,RCB,41.55,0,-,0,1/18,1.48,41.55,0,1,18
41st Match (N),Hyderabad,25-April-2024,25-April-2024,T Natarajan,SRH,40.17,0,-,0,2/39,2.06,40.17,0,2,39
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Faf du Plessis,RCB,38.76,25,30.09,38.76,-,-,0,12,0,0
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Pat Cummins,SRH,38.48,31,35.98,37.33,1/55,1.16,1.15,15,1,55
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Karn Sharma,RCB,36.37,0,-,0,2/29,1.83,36.37,0,2,29
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Virat Kohli,RCB,30.11,51,44.08,30.11,-,-,0,43,0,0
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Will Jacks,RCB,25,6,2.16,- 6.08,1/23,1.81,31.08,9,1,23
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Mohammed Siraj,RCB,15.72,0,-,0,0/20,-,15.72,0,0,20
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Dinesh Karthik,RCB,12.34,11,11.17,12.34,-,-,0,6,0,0
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Mayank Markande,SRH,11.61,0,-,0,1/42,1.59,11.61,0,1,42
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Heinrich Klaasen,SRH,10.88,7,8.93,10.88,-,-,0,3,0,0
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Abdul Samad,SRH,10.29,10,11.36,10.29,-,-,0,6,0,0
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Mahipal Lomror,RCB,7.73,7,7.21,7.73,-,-,0,4,0,0
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Nitish Kumar Reddy,SRH,3.7,13,10.47,3.7,-,-,0,13,0,0
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Bhuvneshwar Kumar,SRH,1.81,13,12.95,7.59,0/14,-,- 5.78,13,0,14
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Aiden Markram,SRH,- 0.98,7,3.86,- 0.98,-,-,0,8,0,0
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Travis Head,SRH,- 5.69,1,- 2.02,- 5.69,-,-,0,3,0,0
41st Match (N),Hyderabad,25-April-2024,25-April-2024,Lockie Ferguson,RCB,- 6.97,0,-,0,0/28,-,- 6.97,0,0,28
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Sunil Narine,KKR,158.41,71,74.79,67.32,1/24,1.74,91.09,32,1,24
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Jonny Bairstow,PBKS,123.46,108,110.95,123.46,-,-,0,48,0,0
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Prabhsimran Singh,PBKS,93.09,54,68.23,93.09,-,-,0,20,0,0
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Arshdeep Singh,PBKS,89.94,0,-,0,2/45,2.61,89.94,0,2,45
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Shashank Singh,PBKS,78.31,68,70.27,78.31,-,-,0,28,0,0
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Rahul Chahar,PBKS,67.73,0,-,0,1/33,0.95,67.73,0,1,33
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Phil Salt,KKR,58.54,75,73.3,58.54,-,-,0,37,0,0
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Shreyas Iyer,KKR,33.13,28,30,33.13,-,-,0,10,0,0
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Sam Curran,PBKS,26.94,0,-,0,1/60,1.24,26.94,0,1,60
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Harshal Patel,PBKS,24.68,0,-,0,1/48,1.12,24.68,0,1,48
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Harpreet Brar,PBKS,19.57,0,-,0,0/21,-,19.57,0,0,21
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Andre Russell,KKR,9.67,24,20.34,15.66,0/36,-,- 5.99,12,0,36
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Rilee Rossouw,PBKS,9.65,26,19.15,9.65,-,-,0,16,0,0
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Venkatesh Iyer,KKR,8.1,39,25.5,8.1,-,-,0,23,0,0
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Harshit Rana,KKR,6.85,0,-,0,0/61,-,6.85,0,0,61
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Ramandeep Singh,KKR,2.12,6,3.42,2.35,0/9,-,- 0.23,3,0,9
